Municipi;Explotador/s;Estat;Categoria;Denominació comercial;UTM(Y);Direcció;UTM (X);Inici d'activitat;Signatura;Hotel de ciutat;Excepcions ratio turístic;Superfície;Subgrup;Memoria descriptiva;Grup;Unitats;Places;Localitat;longitude;latitude
CAPDEPERA;LAGO SL (B07010317);Alta;3 claus;SINFONY;4394218.80233;VIA MELESIGENY, 14. 07589 Canyamel, CAPDEPERA, Mallorca;536639.913567;14/11/1989;AT/1769;;;;Allotjaments;;Apartaments turístics;16;32;Canyamel;3.4273579135649506;39.69703116581444
CALVIÀ;GRUPOTEL DOS SA (A07919087);Alta;4 claus;NILO AZUL;4376794.22312;MALGRAT, 9. 07160 Peguera, CALVIÀ, Mallorca;452696.119887;30/11/1989;AT/1771;;;;Allotjaments;;Apartaments turístics;14;37;Peguera;2.4495104301602484;39.53951168583942
CAPDEPERA;CATALINA MARTORELL COLOM;Alta;1 clau;LA CABAÑA;4394218.80233;Via DE LES COVES, 21. 07589 Canyamel, CAPDEPERA, Mallorca;536639.913567;03/01/1989;AT/1773;;;;Allotjaments;;Apartaments turístics;9;31;Canyamel;3.4273579135649506;39.69703116581444
POLLENÇA;CDA PROP EDF CAN BOTANA-CALA SAN VICENTE DE POLLENÇA (H57122541);Alta;3 claus;CAN BOTANA;4418721.46825;URBANITZACIO CAN BOTANA, S/N. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca;504784.033865;21/11/1989;AT/1776;;;;Allotjaments;;Apartaments turístics;12;46;Cala Sant Vicenç;3.0559791450362095;39.91857558416053
MANACOR;SILLOT PLATJA, SA (A07190093);Alta;1 clau;ARCOS PLAYA;4379556.96952;DE LA SAVINA, SN. 07687 LIllot-Cala Morlanda, MANACOR, Mallorca;531914.672736;30/11/1989;AT/1783;;;;Allotjaments;;Apartaments turístics;66;201;LIllot-Cala Morlanda;3.3715378492783;39.56511506460423
CALVIÀ;MALLORCA LEISURE SL (B07670904);Alta;2 claus;NIGHTLIFE APARTAMENTS;4373502.18771;MARTIN ROS GARCIA, 16. 07182 Palmanova, CALVIÀ, Mallorca;460481.876843;28/11/1989;AT/1784;;;;Allotjaments;;Apartaments turístics;9;33;Palmanova;2.5403082459997877;39.51024339642793
SANTA MARGALIDA;HOTELES FERRER SL (B07156458);Alta;3 claus;JANEIRO;4401077.12614;DIAGONAL 9. SON BAULO, S/N. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;514107.0074875;12/12/1989;AT/1787;;;;Allotjaments;;Apartaments turístics;22;44;Can Picafort;3.164689065432325;39.759495792687964
SANTANYÍ;HOTELERA LLAHO SL (B07063134);Alta;2 claus;PINS DOR;4358485.84731;ARIEL, 3. 07660 Cala DOr, SANTANYÍ, Mallorca;519817.294027;30/11/1989;AT/1788;;;;Allotjaments;;Apartaments turístics;41;103;Cala DOr;3.230080227592677;39.375617471952644
MANACOR;NEGOCIOS TURISTICOS, S.L. (B07103286);Alta;2 claus;Playa Moreia;;Camí DE LA MAR, 2. 07687 LIllot-Cala Morlanda, MANACOR, Mallorca;;15/12/1989;AT/1789;;;;Allotjaments;;Apartaments turístics;169;385;LIllot-Cala Morlanda;;
ALCÚDIA;Jaime Martorell Albadalejo;Alta;1 clau;BELLAMAR;4409797.40178;Carretera ALCUDIA - ARTA, S/N. 07410 ALCÚDIA, Mallorca;510267.881402;20/12/1989;AT/1795;;;;Allotjaments;;Apartaments turístics;16;39;Port DAlcúdia;3.120006652134003;39.83812125684506
ALCÚDIA;HOTEL CONCORD,SL (B07472590);Alta;2 claus;Apartamentos Ferrer Playa de Alcudia;4409449.71893;Avinguda MINERVA, 19. 07410 Port DAlcúdia, ALCÚDIA, Mallorca;510324.749538;21/12/1989;AT/1796;;;;Allotjaments;;Apartaments turístics;33;66;Port DAlcúdia;3.120665819242185;39.83498793185624
CALVIÀ;Jaime Más  Pérez;Alta;2 claus;ATALAYA BOSQUE;4376811.67737;Carrer BOSC, 18. 07160 Peguera, CALVIÀ, Mallorca;451962.7595135;21/12/1989;AT/1797;;;;Allotjaments;;Apartaments turístics;17;48;Peguera;2.440975210207071;39.53962822026398
POLLENÇA;SASTRE CIFRE S.L. (B07111017);Alta;3 claus;MARICEL;4415189.50036;FORMENTOR, 31. 07470 POLLENÇA, Mallorca;502532.270311;22/12/1989;AT/1798;;;;Allotjaments;;Apartaments turístics;31;75;Port De Pollença;3.029617012029544;39.886762444104896
POLLENÇA;HOTELERA POLLENSINA SA (A07071517);Alta;3 claus;POLLENSA MAR;4417832.98779;Passeig COLON S/N, S/N. 07470 POLLENÇA, Mallorca;507980.427794;01/02/1990;AT/1810;;;;Allotjaments;;Apartaments turístics;20;52;Port De Pollença;3.0933700204501764;39.910546354952544
MANACOR;SINEU INVERSIONES S.L. (B07594609);Alta;2 claus;Apartamentos Vista Alegre;4374945.51924;Avinguda MARCO POLO, S/N. 07689 Cala Anguila-Cala Mendia, MANACOR, Mallorca;527279.571137;01/02/1990;AT/1811;;Regularització de places;0;Allotjaments;;Apartaments turístics;49;163;Cala Anguila-Cala Mendia;3.3173893570314497;39.523724150586574
ALCÚDIA;GUIYENT SA (A07186893);Alta;2 claus;SOLECITO;4409851.47066;TUCAN, 31. 07410 ALCÚDIA, Mallorca;509667.917716;25/01/1990;AT/1813;;;;Allotjaments;;Apartaments turístics;32;105;Port DAlcúdia;3.1129953421228262;39.83861546086485
ALCÚDIA;MARINER CLUB SA (A07258320);Alta;3 claus;MARINER CLUB;4409692.05904;Carrer ATENAS, 1. 07410 Port DAlcúdia, ALCÚDIA, Mallorca;509560.12365;25/01/1990;AT/1814;;;;Allotjaments;;Apartaments turístics;100;248;Port DAlcúdia;3.1117331563348567;39.83718037626126
SANTANYÍ;HOSTAL BRUSKE S.L. (B57876922);Alta;2 claus;SALAS II;4353189.49534;TOMARINAR, 13. 07659 Cala Figuera, SANTANYÍ, Mallorca;514745.977421;01/02/1990;AT/1816;;;;Allotjaments;;Apartaments turístics;8;24;Cala Figuera;3.1710857353521726;39.32799477409499
SON SERVERA;SLR TURISMO ESPAÑA SL (B76229814);Alta;2 claus;Apartamentos R2 Cala Millor II;4383507.28937;Carrer SOL NAIXENT, S/N, S/N. 07560 Cala Millor, SON SERVERA, Mallorca;532915.89263;01/02/1990;AT/1820;;;;Allotjaments;;Apartaments turístics;20;94;Cala Millor;3.383389488649412;39.60067058961981
CALVIÀ;David Capdevila Sastre;Alta;2 claus;Mallorca Rooms Paguera;4376810.6843;Carrer MALLORCA, 6. 07160 Peguera, CALVIÀ, Mallorca;453009.41280000005;01/02/1990;AT/1821;;;;Allotjaments;;Apartaments turístics;7;20;Peguera;2.453154994334689;39.53967721177111
SANTANYÍ;VILLAS CALA FIGUERA, S.L. (B57926289);Alta;2 claus;VILLA PRIMERA;4353277.53921;JUAN DE AUSTRIA,3, S/N. 07659 Cala Figuera, SANTANYÍ, Mallorca;514422.466911;01/02/1990;AT/1824;;;2335;Allotjaments;;Apartaments turístics;14;36;Cala Figuera;3.1673342085540304;39.32879357668342
SANTANYÍ;Roc Hotels International, S.L. (B07833841);Alta;3 claus;Alua Suites Las Rocas IV;4357013.58;SOLARS 112 A 115 , URB. ES FORTI, 112-115. 07660 Cala DOr, SANTANYÍ, Mallorca;519884.33;05/02/1990;AT/1826;;;;Allotjaments;;Apartaments turístics;33;99;Cala DOr;3.2308148360145874;39.362349754308
CAPDEPERA;JAUME ESTEVA CB (E07565807);Alta;2 claus;QUIJOTE PARK;4396650.84512;Carrer CAN PATILLA, 15. 07590 Cala Rajada, CAPDEPERA, Mallorca;539630.133683;06/02/1990;AT/1828;;;;Allotjaments;;Apartaments turístics;20;40;Cala Rajada;3.4623802446303076;39.718810188984904
SON SERVERA;AGON CALA DOR, SLU (B57657702);Alta;2 claus;SOL PARK;4383846.21739;DÀLIA (URB. LOS ALMENDROS), S/N. 07560 Cala Millor, SON SERVERA, Mallorca;532535.466914;07/02/1990;AT/1829;;;;Allotjaments;;Apartaments turístics;35;70;Cala Millor;3.3789751975622657;39.60373894338726
SANTA MARGALIDA;LEOMAR HOTELES MANAGEMENT,SL (B57831505);Alta;2 claus;SES ROQUETES;4401863.67895;Carrer HERNAN CORTES, 2. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;513253.249541;09/02/1990;AT/1830;;;;Allotjaments;;Apartaments turístics;22;44;Can Picafort;3.1547379585507165;39.766596456596744
ALCÚDIA;Pins i Platja, SL (B07056203);Alta;2 claus;Bonavida Pines;4409676.71435;Avinguda MINERVA, S/N. 07410 Port DAlcúdia, ALCÚDIA, Mallorca;510480.325425;09/02/1990;AT/1831;;;;Allotjaments;;Apartaments turístics;18;36;Port DAlcúdia;3.122487670917216;39.8370312638942
ALCÚDIA;NAUJ AIRAM SL (B07781867);Alta;2 claus;MIRADA;4407425.80828;GERANIS, 3. 07410 ALCÚDIA, Mallorca;509931.448188;09/02/1990;AT/1832;;;;Allotjaments;;Apartaments turístics;24;48;Port DAlcúdia;3.1160386167513985;39.816757073556694
POLLENÇA;ALEXIA POLLENSA, SL (B57676256);Alta;2 claus;ALEXIA;4417422.82683;URXELLA, 22. 07470 POLLENÇA, Mallorca;506466.00858;12/02/1990;AT/1833;;;;Allotjaments;;Apartaments turístics;10;26;Port De Pollença;3.075647453891289;39.90686374303974
CALVIÀ;JUTLANDIA BLANCA TURISMO SA (A07263775);Alta;3 claus;JUTLANDIA;4373823.78708;DEL GOLF,1, S/N. 07180 Santa Ponça, CALVIÀ, Mallorca;455726.894339;13/02/1990;AT/1835;;;;Allotjaments;;Apartaments turístics;125;250;Santa Ponça;2.4849768397548426;39.51290921649797
FELANITX;SOCIEDAD DE EXPLOTACION TURÍSTICA PIERRE & VACANCES ESPAÑA, SL (B84078419);Alta;3 claus;PIERRE & VACANCES MALLORCA CECILIA;;Carrer GAVINA.  URBANITZACIO CALA MARSAL, SN. 07670 Portocolom, FELANITX, Mallorca;;13/02/1990;AT/1836;;;0;Allotjaments;;Apartaments turístics;117;275;Portocolom;;
SANTA MARGALIDA;EROS SA (A07023138);Alta;3 claus;EXAGON;4400864.55909;RONDA DE LA PLETA, 46. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;514063.4334645;13/02/1990;AT/1838;;;;Allotjaments;;Apartaments turístics;17;34;Can Picafort;3.164175824664069;39.75758125399572
CALVIÀ;ALPER GROUP BALEAREN, SLU (B16548992);Alta;2 claus;Alper Mallorca;4374878.61622;Carrer MIQUEL DELS SANTOS OLIVER, 20. 07181 Palmanova, CALVIÀ, Mallorca;459803.255916;16/02/1990;AT/1842;;;;Allotjaments;;Apartaments turístics;20;39;Palmanova;2.5323313242453818;39.5226138882876
CALVIÀ;Unión Agrícola, Turística e Inmobiliaria, SLU (B07438385);Alta;3 claus;LOS TILOS;4376598.96573;Plaça MATILDE WARING, 3. 07160 Peguera, CALVIÀ, Mallorca;452596.81177;20/02/1990;AT/1850;;;;Allotjaments;;Apartaments turístics;20;52;Peguera;2.448368728392882;39.53774691791763
SANTANYÍ;FINCA LOS NARANJOS SA (A07232861);Alta;3 claus;CALA DOR SOL;4358574.77;ES REVELLS, S/N POL.14, S/N. 07660 Cala DOr, SANTANYÍ, Mallorca;520047.55;22/03/1990;AT/1860;;;;Allotjaments;;Apartaments turístics;151;393;Cala DOr;3.232756156358259;39.376413411304746
CALVIÀ;EXPLOTACIONES HOTELERAS SINIHA, S.L (B57840563);Alta;2 claus;MAGALUF STRIP;4373399.26445;Carrer PUNTA BALLENA, S/N. 07181 Magaluf, CALVIÀ, Mallorca;460129.159466;22/03/1990;AT/1861;;;;Allotjaments;;Apartaments turístics;20;44;Magaluf;2.5362115774015144;39.50929973494503
FELANITX;BOURBON ALIA SL (B57088239);Alta;2 claus;BON AIRE;4359000.8961;CALA FERRERA,SOL.14-POL.5, S/N. 07669 Cala Ferrera, FELANITX, Mallorca;520348.115624;22/03/1990;AT/1873;;;;Allotjaments;;Apartaments turístics;6;26;Cala Ferrera;3.2362587000533134;39.38024607081473
SON SERVERA;MARBEL CAN PASTILLA, SL (B57690737);Alta;1 clau;ELEGANCE APARTAMENTOS SOL Y MAR;4384532.31775;Carrer NA LLAMBIES, 57. 07560 Cala Millor, SON SERVERA, Mallorca;533439.060546;22/03/1990;AT/1875;;;;Allotjaments;;Apartaments turístics;53;130;Cala Millor;3.3895347265929248;39.609886043350556
CAPDEPERA;SUREDA MAS CANYAMEL SL (B16615346);Alta;3 claus;SA TORRE;4394218.80233;VIA DE LES COVES, 52. 07589 Canyamel, CAPDEPERA, Mallorca;536639.913567;22/03/1990;AT/1877;;;;Allotjaments;;Apartaments turístics;22;51;Canyamel;3.4273579135649506;39.69703116581444
SANTANYÍ;HOTELS & RESORTS BLUE SEA MANAGEMENT, SL (B57817215);Alta;3 claus;BLUE SEA SES CASES DOR;4357221.76555;Carrer PARC DE LA MAR, 6. 07660 Cala DOr, SANTANYÍ, Mallorca;519568.216553;22/03/1990;AT/1879;;Regularització de places que finalment sha dautoritzar;0;Allotjaments;;Apartaments turístics;44;89;Cala DOr;3.227151533950579;39.3642328763387
POLLENÇA;ALOJAMIENTOS TURÍSTICOS VILLA CONCHA SL (B57854069);Alta;4 claus;VILLA CONCHA;4417702.94131;Carrer NANCES, SN. 07470 Port De Pollença, POLLENÇA, Mallorca;507517.963601;22/03/1990;AT/1882;;;;Allotjaments;;Apartaments turístics;119;238;Port De Pollença;3.0879577540581464;39.909378875246
POLLENÇA;LINEA TURISTICA SL (B07195761);Alta;3 claus;HABITAT;4416934.30249;PORT DE POLLENSA, KM 58, S/N. 07470 POLLENÇA, Mallorca;505863.855822;03/04/1990;AT/1890;;;;Allotjaments;;Apartaments turístics;74;198;Port De Pollença;3.0685983332090725;39.902466547005616
SANTANYÍ;BIMONT BALEAR GESTION, SL (B57123994);Alta;3 claus;Ola Cala dOr;4358532.72427;Carrer ES RAVELLS DOR, S/N. 07660 Cala DOr, SANTANYÍ, Mallorca;520014.808293;03/04/1990;AT/1891;;;;Allotjaments;;Apartaments turístics;71;142;Cala DOr;3.2323747653516097;39.37603530959641
FELANITX;LA VIE 2018, CB (E16573958);Alta;2 claus;PLAYA MARINA;4358912.46292;Carrer FARAIO, 10. 07669 Cala Ferrera, FELANITX, Mallorca;520979.64343;18/04/1990;AT/1897;;;;Allotjaments;;Apartaments turístics;6;20;Cala Ferrera;3.243588437185033;39.37943410851424
SANT LLORENÇ DES CARDASSAR;JUAN JOSE MASCARO CERDA;Alta;3 claus;IRIS;4380591.77896;Carrer DÀLIES, 11. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca;531977.623387;18/04/1990;AT/1899;;;;Allotjaments;;Apartaments turístics;10;42;Coma (La);3.372320548408538;39.57443664463456
FELANITX;JUAN KING, SL (B07221963);Alta;1 clau;CAN MARÇALET;4362167.09456;Carrer GAVINA 34, CANTONADA CORB MARI 13, S/N. 07670 Portocolom, FELANITX, Mallorca;522167.396412;18/04/1990;AT/1903;;Regularització de places;0;Allotjaments;;Apartaments turístics;10;19;Portocolom;3.257486736014209;39.40873078543968
ALCÚDIA;CESGARDEN SL (B07887441);Alta;2 claus;PALM GARDEN;4408898.7792;REINA SOFIA S/N, S/N. 07410 Port DAlcúdia, ALCÚDIA, Mallorca;509325.998338;07/05/1990;AT/1913;;;;Allotjaments;;Apartaments turístics;83;166;Port DAlcúdia;3.1089855441052863;39.830035491474796
POLLENÇA;COMUNIDAD DE PROPIETARIOS EDIFICIO MOLINOS (H07727605);Alta;1 clau;EL MOLINO;4417179.66667;DEL BACALLÀ (URBANITZACIÓ LAS PALMERAS), 1. 07470 Palmeres (Les), POLLENÇA, Mallorca;505993.501018;07/05/1990;AT/1915;;;;Allotjaments;;Apartaments turístics;9;59;Palmeres (Les);3.07011724022754;39.904676358096935
MANACOR;INES LLODRA LLINAS;Alta;2 claus;SES GAVINES I;4374708.54199;ALFONS XII, S/N, S/N. 07680 Cala Anguila-Cala Mendia, MANACOR, Mallorca;526911.107793;07/05/1990;AT/1916;;;;Allotjaments;;Apartaments turístics;7;14;Cala Anguila-Cala Mendia;3.313092872641845;39.52160051324367
MANACOR;LORENZO MOREY PARERA;Alta;2 claus;SES GAVINES II;4374708.54199;ALFONS XII, S/N. 07680 Cala Anguila-Cala Mendia, MANACOR, Mallorca;526911.107793;07/05/1990;AT/1917;;;;Allotjaments;;Apartaments turístics;7;14;Cala Anguila-Cala Mendia;3.313092872641845;39.52160051324367
SES SALINES;BALLESTER RIGO CB (E07778889);Alta;3 claus;ES TRENC;4351957.26964;Carrer MARINA, 22. 07638 Salines (Les), SES SALINES, Mallorca;499612.780264;07/05/1990;AT/1919;;;;Allotjaments;;Apartaments turístics;9;19;Salines (Les);2.9955081012161253;39.31701700384968
CALVIÀ;AMLA EXPLOTACIONES TURISTICAS, SA (A83791558);Alta;3 claus;GLOBALES CALA VIÑAS;4371978.19046;LES SIRENES, 17. 07181 Cala Vinyes, CALVIÀ, Mallorca;460062.580611;07/05/1990;AT/1921;;;;Allotjaments;;Apartaments turístics;25;50;Cala Vinyes;2.535522380575323;39.4964923682988
CALVIÀ;;Alta;3 claus;CASABLANCA APARTMENTS;4373860.79071;Via REI SANÇ, 4. 07180 Santa Ponça, CALVIÀ, Mallorca;455561.754272;10/05/1990;AT/1923;;;;Allotjaments;;Apartaments turístics;24;55;Santa Ponça;2.4830533894552103;39.51323410044954
SANTA MARGALIDA;BAULOPARK SL (B07513500);Alta;3 claus;VISTA PARK;4401092.140915;Avinguda ROMANÍ, 7. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;514211.444685;22/05/1990;AT/1929;;;;Allotjaments;;Apartaments turístics;20;62;Can Picafort;3.1659086136847314;39.759629341626486
FELANITX;AUTOS BARCELO RENT A CAR, SL (B07811037);Alta;1 clau;PORTO SUN;4362545.2168;CALA MARSAL, 18. 07670 Portocolom, FELANITX, Mallorca;522366.008259;22/05/1990;AT/1938;;;;Allotjaments;;Apartaments turístics;4;12;Portocolom;3.259806345817026;39.41213277549013
SANT LLORENÇ DES CARDASSAR;BEDS & ROOMS PLAYAMAR S.L. (B57851909);Alta;2 claus;PLAYAMAR II;4379837.95;PONENT, S/N. 07687 Illot (L), SANT LLORENÇ DES CARDASSAR, Mallorca;531945.1;04/06/1990;AT/1950;;;;Allotjaments;;Apartaments turístics;40;85;Illot (L);3.3719055886656943;39.56764564670292
CALVIÀ;EMPRESA MALLORQUINA DE SERVICIOS SL (B07071822);Alta;2 claus;SUN BEACH;4374548.70258;Carrer RAMON MONCADA, 25. 07180 Santa Ponça, CALVIÀ, Mallorca;455310.922912;09/07/1990;AT/1964;;;;Allotjaments;;Apartaments turístics;106;212;Santa Ponça;2.4800893959759502;39.51941930223986
CAPDEPERA;NEGOCIS SAMFORA, SL (B07463904);Alta;2 claus;SAMFORA;4396650.84512;SECRET, 1. 07590 Cala Rajada, CAPDEPERA, Mallorca;539630.133683;20/07/1990;AT/1973;;;;Allotjaments;;Apartaments turístics;20;56;Cala Rajada;3.4623802446303076;39.718810188984904
CAPDEPERA;PROGRAMMA SA (A07035215);Alta;2 claus;SOL RADIANTE;4394218.80233;DE SES COVES, SN. 07589 Canyamel, CAPDEPERA, Mallorca;536639.913567;24/08/1990;AT/1975;;;;Allotjaments;;Apartaments turístics;12;24;Canyamel;3.4273579135649506;39.69703116581444
SES SALINES;APARTAMENTS MIRANT CABRERA, SL (B57743049);Alta;2 claus;LEMAR;4351963.02988;Carrer BONANÇA, 18. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;499688.025172;24/08/1990;AT/1977;;;;Allotjaments;;Apartaments turístics;9;31;Colònia De Sant Jordi;2.9963809685910965;39.31706893900584
CAPDEPERA;COMPAÑIA HOTELERA MALLORQUINO SUIZA SA (A07010879);Alta;3 claus;LAGUNA GARDEN;4394218.80233;Carrer COSTA I LLOBERA S/N, S/N. 07589 Canyamel, CAPDEPERA, Mallorca;536639.913567;24/08/1990;AT/1983;;;;Allotjaments;;Apartaments turístics;24;48;Canyamel;3.4273579135649506;39.69703116581444
MURO;MURO CLUB, SL (B07303167);Alta;2 claus;BQ ALCUDIA SUN VILLAGE;4406954.8584;CIRCUIT DEL LLAC,  LAS GAVIOTAS, 60. 07440 Platja De Muro, MURO, Mallorca;509464.3587445;26/11/1990;AT/1988;;;;Allotjaments;;Apartaments turístics;165;358;Platja De Muro;3.110574373827398;39.812519109244185
FELANITX;EXPLOTACIONES DELTA SA (A07232192);Alta;1 clau;DELTA;4363099.55713;Carrer ROMANÍ, CANTONADA ASSUMPCIÓ, S/N. 07670 Portocolom, FELANITX, Mallorca;522114.75467;26/11/1990;AT/1992;;;;Allotjaments;;Apartaments turístics;23;46;Portocolom;3.2569061125110044;39.417134208518725
SANTANYÍ;MOLILY DALMAU LEON VELARDE;Alta;1 clau;OSA MENOR;4358859.06328;SA PUNTA GROSSA,5, S/N. 07660 Cala DOr, SANTANYÍ, Mallorca;520033.574659;28/11/1990;AT/1993;;;;Allotjaments;;Apartaments turístics;6;33;Cala DOr;3.232602402249241;39.37897541634255
MANACOR;AGUAMARINA NATURE, SLU (B57661142);Alta;2 claus;SOL ROMANTICA;4374210.68046;VIOLETES-CALA ROMANTICA, 28. 07689 Estany DEn Mas (L), MANACOR, Mallorca;526037.740315;26/11/1990;AT/1995;;;;Allotjaments;;Apartaments turístics;18;36;Estany DEn Mas (L);3.302912470939601;39.5171414908505
SANT LLORENÇ DES CARDASSAR;BEDS & ROOMS PINOMAR S.L. (B57851941);Alta;2 claus;EUROPA;4380786.62665;Carrer DÀLIES, 30. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca;531974.397555;26/11/1990;AT/2000;;;;Allotjaments;;Apartaments turístics;40;84;Coma (La);3.3722923816123034;39.576192395965336
FELANITX;PATREFA SL (B07838816);Alta;2 claus;PUPUT;;Camí URBANITZACIO CALA FERRERA,SOL.49-61, 49-61. 07669 Cala Ferrera, FELANITX, Mallorca;;27/02/1991;AT/2004;;;;Allotjaments;;Apartaments turístics;9;47;Cala Ferrera;;
ALCÚDIA;GUIYENT, S.L. (B07186893);Alta;2 claus;SOL DE ALCUDIA;4409220.503045;Carrer TORTORA, 1. 07400 Port DAlcúdia, ALCÚDIA, Mallorca;509726.0771395;09/05/1991;AT/2010;;;;Allotjaments;;Apartaments turístics;144;318;Port DAlcúdia;3.113665716720843;39.832929752655794
SANTANYÍ;HOTELERA LLAHO SL (B07063134);Alta;2 claus;ARIEL;4358611.00392;SANTA EULALIA, S/N. 07660 Cala DOr, SANTANYÍ, Mallorca;519762.165076;09/05/1991;AT/2013;;;;Allotjaments;;Apartaments turístics;30;60;Cala DOr;3.229443872838267;39.37674648452702
POLLENÇA;MARINA PORT DE POLLENÇA SL (B57298242);Alta;3 claus;MARINA;4417516.19156;Carrer ANGLADA CAMARASA, 7. 07470 Port De Pollença, POLLENÇA, Mallorca;507165.098757;07/06/1991;AT/2017;;;;Allotjaments;;Apartaments turístics;14;30;Port De Pollença;3.0838273023772085;39.90769932982391
PALMA;CESGARDEN SL (B07887441);Alta;1 clau;GOMILA PARK;4379728.85121;Avinguda JOAN MIRO, 5-7. 07014 PALMA, Mallorca;467969.897201;28/06/1991;AT/2020;;;;Allotjaments;;Apartaments turístics;54;100;Palma;2.6271100918401564;39.56665946442599
SON SERVERA;SERINSA SA (A07134240);Alta;3 claus;FLORIANA II;4384855.47202;URBANITZACIO SON FLORIANA, SOLARS F1-F2, S/N. 07559 Cala Bona, SON SERVERA, Mallorca;533377.869601;21/08/1991;AT/2024;;;;Allotjaments;;Apartaments turístics;60;120;Cala Bona;3.3888382113967106;39.612800115713654
SANTA MARGALIDA;LOURDES GARAU TUGORES;Alta;2 claus;CONFLUENTIA PLAYA;4402177.9617;Carrer PLATJA, 22. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;512772.805174;04/11/1991;AT/2027;;;;Allotjaments;;Apartaments turístics;5;10;Can Picafort;3.1491346710988295;39.769435528941656
ALCÚDIA;ISAONAS,S.L. (B51201127);Alta;3 claus;MIRADA DE ALCUDIA II;4407401.37171;GERANIS, 2. 07410 ALCÚDIA, Mallorca;509909.138476;15/11/1991;AT/2029;;;;Allotjaments;;Apartaments turístics;20;40;Port DAlcúdia;3.115777582095582;39.81653715873223
FELANITX;ALOJAMIENTOS MARIVENT CB (E57900979);Alta;1 clau;MAR Y VENT;4362524.07803;ASSUMPCIÓ, 16. 07670 Portocolom, FELANITX, Mallorca;522691.970616;01/06/1992;AT/2039;;;;Allotjaments;;Apartaments turístics;10;20;Portocolom;3.2635920107826797;39.41193378461515
SANT LLORENÇ DES CARDASSAR;MOLIJA SA (A07151285);Alta;3 claus;SATALAYA;4383239.94741;BON TEMPS, SOL.F-1,2, S/N. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;532747.885689;03/02/1993;AT/2045;;;;Allotjaments;;Apartaments turístics;19;44;Cala Millor;3.3814194472708663;39.598268218362875
SANT LLORENÇ DES CARDASSAR;EXPLOTACIONS MESPO, SL (B57703142);Alta;3 claus;SANTA MARIA;4383239.94741;BON TEMPS S/N, S/N. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;532747.885689;28/04/1993;AT/2052;;;;Allotjaments;;Apartaments turístics;35;84;Cala Millor;3.3814194472708663;39.598268218362875
POLLENÇA;BELLAUBA HOTELES Y APARTAMENTOS SL (B07998677);Alta;3 claus Superior;LAS VELAS II;4416289.58081;Carrer FALCO, 16. 07470 Port De Pollença, POLLENÇA, Mallorca;506264.316583;28/04/1993;AT/2053;;;0;Allotjaments;;Apartaments turístics;15;30;Port De Pollença;3.073276933645545;39.896654769762144
SANTANYÍ;APARTAMENTOS CALA GRAN, SL (B57117673);Alta;2 claus;CALA GRAN II;4358649.73775;DELS REVELLS DOR, 7. 07660 Cala DOr, SANTANYÍ, Mallorca;519948.049319;27/05/1993;AT/2055;;;;Allotjaments;;Apartaments turístics;20;41;Cala DOr;3.231603174041349;39.37709122807413
MURO;EXMA SA (A07226350);Alta;3 claus;LAGO PARK 2;4407117.04425;URBANITZACIÓ LAS GAVIOTAS, S/N. 07440 MURO, Mallorca;509704.76903;14/10/1993;AT/2056;;;;Allotjaments;;Apartaments turístics;66;132;Platja De Muro;3.113385540721904;39.81397770554235
SANT LLORENÇ DES CARDASSAR;OLSAEN, SA (A07015902);Alta;2 claus;MORITO BEACH;4383091.0529;BONANÇA, 2. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;532857.075238;21/10/1993;AT/2060;;;;Allotjaments;;Apartaments turístics;19;38;Cala Millor;3.3826837846609896;39.596922463279334
